1;2021/09/24  19:12:01;190752093;No;;No;1;3;1;1;1;1;Ventas;Ventas;Empleo;Empleo;Empleo;Ventas;No;0;Ninguna;Nunca cerre;3;1;3;3;3;1;1;1;Regular;Regular;Regular;No Hubo acompañamiento del gobierno.;Regular;Ns/Nr;Ns/Nr;Buena;Ns/Nr;En camara de comercio No hubo acompañamiento. en bancos recibio credito ;5;3;3;4;Llamadas telefonicas;No tiene empleados por la pandemia;No;No aplica- no tiene empleados.;2;2;2;2;Si;Si;Alto costo;1;5;5;5;0;No;No;0;No ha crecido;Destino menos de un 20% de los gastos totales.;3;3;3;1;1;1;Si da respuesta de forma oportuna;Llamada telefonica- msn de texto- whatsapp con msn de satisfaccion de recibido el producto.;No tiene identificados los procesos;No tiene;Si;Camara de comercio;No;0;3;3;3;3;1;3;1;Cambios en los plazos de pago- Incremento de costos- Cambios en los volumenes de compra- Cambios en los medios de pago- El laboratorio Proveedor por pandemia no cumplia la entrega de pedidos- afectando las ventas.;Ahorro a la mano.;Disminucion compras.- Implementacion de Plataformas de compra (WhatsApp- Web- redes sociales)- Medios de pago;Regular;No;Desconocimiento;Si;Alivio financiero por tres meses;No;0;Libro diario- Inventarios- Gastos general de administracion y ventas;Si;Si;Alto;Si;No;0;Si;10.000.000;Credito sector financiero- Reservas de la empresa(utilidades- fondos);Liquido;Disminuyeron;Aumento de costos de produccion;Si
2;2021/09/25  13:40:05;39948144;No;;No;5;4;1;1;1;2;Ventas;Ventas;Ventas;Ventas;Ventas;Ventas;No;;Ninguna;Cierre total;5;2;1;1;4;1;1;1;Excelente;Ns/Nr;Ns/Nr;recibio ayuda de ingreso solidario del gobierno nacional;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;No recibio ayuda institucional;1;1;4;1;ninguna.;cerro la tienda;No;no tiene empleados;1;1;1;1;No;;Indiferente;1;1;1;1;0;Si;No;;No ha crecido;No destino gastos para conseguir nuevos clientes.;1;1;1;1;1;1;No tiene implementado el buzon;Ninguna;No tiene identificados los procesos;Ninguno;Si;Bomberos-sanidad para el uso de suelo;No;;4;4;4;4;1;4;1;la solicitud del producto (cerveza) con codigo QR apatir del 2021;efectivo;Disminucion compras.;Regular;No;Desconocimiento;No;;No;;Libro diario;No;No;Medio;No;No;;No;;ingreso solidario;Deficiente;Disminuyeron;Disminucion en ventas;No
3;2021/09/25  14:54:29;300561317;No;;No;5;1;1;1;1;1;Empleo;Ventas;Ventas;Ventas;Ventas;Empleo;No;;Ninguna;Cierre parcial;5;1;1;1;4;1;1;1;Buena;Regular;Regular;No recibio beneficios en el negocio de venta de bebidas alcoholicas y no alcoholicas-recibio subsidio al adulto mayor.  ;Regular;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;porque no recibio informacion;3;5;4;1;Presencial a partir de diciembre de 2020 ;ninguno;No;Ninguno;1;1;1;1;No;;Indiferente;1;1;1;1;0;No;No;;No ha crecido;No destino gastos para conseguir nuevos clientes.;1;1;1;1;1;1;No tiene implementado el buzon;Ninguna;No tiene identificados los procesos;No;No;;No;;1;4;4;4;1;4;1;Ninguno;No Aplica;Disminucion compras.;Regular;No;No le interesa;No;;No;;Gastos general de administracion y ventas;No;No;Alto;No;No;No;No;;Prestamos Amigos y familiares- Subsidio al adulto mayor;Deficiente;Disminuyeron;Disminucion en ventas;Si
4;2021/09/28  11:06:10;8440033231;No;;Si;1;3;4;1;1;3;Empleo;Ventas;Ventas;No Aplica;No Aplica;Empleo;No;;De proceso- De mercado- De tipo organizacional;Cierre parcial;3;3;3;4;3;3;3;3;Buena;Buena;Buena;por las politicas institucionales para fortalecer la cadena de productividad agropecuaria y microempresarial. ;Buena;Buena;Buena;Regular;Buena;Porque ha recibido orientacion- asistencia tecnica en los procesos internos de la empresa.;3;3;1;1;Semipresencial;Estres a sus empleados- Afectacion en salud mental;No;Especie;5;5;5;5;No;;Bajo costo;4;5;4;3;0;Si;Si;presentacion de producto y atencion al cliente;Crecio entre 25% - 50%;No destino gastos para conseguir nuevos clientes.;1;1;1;2;1;1;No tiene implementado el buzon;Llamada telefonica;Gerenciales- Administrativos- Operativos- Comerciales- Talento Humano- Productivos;Flujogramas- Organigramas;Si;Camara de Comercio;No;;3;3;3;3;3;3;1;Incremento de costos;;Disminucion compras.- Implementacion de Plataformas de compra (WhatsApp- Web- redes sociales);Malo;No;No le interesa;No;;No;;Libro diario- Inventarios- Plan de inversiones y financiacion- Estado de perdidas y ganancias- Balance- Flujo de caja;Si;No;Medio;Si;Si;Si;No;;Reservas de la empresa(utilidades- fondos)- Recursos Propios de los socios;Moderado;Disminuyeron;Aumento de costos de produccion;Si
5;2021/09/28  13:08:11;96581679;Si;MANEJO DE PLAGICIDAS;Si;2;2;2;4;2;1;Empleo;Empleo;Ventas;Ventas;Ventas;Ventas;Si;Entre 1 - 3 colaboradores;De proceso;Nunca cerre;4;4;4;4;4;4;3;4;Mala;Mala;Mala;NO HAY APOYO DE LAS ENTIDADES;Mala;Buena;Ns/Nr;Buena;Mala;LA REALIDAD ;3;3;3;4;Presencial;Estres a sus empleados;Si;Especie;3;3;2;4;Si;Si;Indiferente;4;4;4;4;0;No;Si;INTRODUCCION DE NUEVAS LINEAS;No ha crecido;Destino menos de un 20% de los gastos totales.;1;1;1;1;3;1;Si da respuesta de forma oportuna;Entrevista;Administrativos- Operativos- Comerciales- Talento Humano;SI DE LOS ADMINISTRATIVOS;Si;SECRETARIA DE SALUD DEPTAL Y MUNICIPAL;No;SE ENCONTRABAN EN PROCESO ISO 14001 Y 9001 ;3;2;3;4;2;5;1;Cambios en los medios de pago;NEQUI;Disminucion compras.- Implementacion de Plataformas de compra (WhatsApp- Web- redes sociales)- Medios de pago- Modalidades pago (credito o Contado)- NEQUI DAVIPLATA;Regular;No;Requisitos exigidos;Si;REFINANCIACION Y ALIVIO POR 4 MESES EN PAGO DE CUOTA SOLO PAGO DE INTERES ;Si;Si;Registro Mercantil- Libro diario- Inventarios- Gastos general de administracion y ventas- Inversiones fijas y diferidas- Capital de trabajo- Plan de inversiones y financiacion- Estado de perdidas y ganancias- Balance- Flujo de caja;Si;Si;Medio;Si;No;No;Si;40MILLONES;Credito sector financiero;Moderado;Disminuyeron;Disminucion en ventas;No
6;2021/09/29  16:17:22;242280158;Si;Mercadeo y ventas;Si;3;3;1;1;1;4;No Aplica;Ventas;No Aplica;No Aplica;No Aplica;Ventas;No;;De proceso- De tipo organizacional;Cierre parcial;3;3;2;3;3;3;3;1;Mala;Mala;Mala;Nunca recibio apoyo por  parte de los entes gubernamentales;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Nunca recibio informacion ;4;4;4;5;Presencial;Sobrecarga laboral;No;No se uso teletrabajo;4;3;1;1;Si;Si;Alto costo;3;4;1;4;0;Si;Si;Capacitaciones en atencion al cliente;Crecio entre 25% - 50%;Destino menos de un 20% de los gastos totales.;1;1;1;1;1;4;Lo realiza con poca frecuencia;Buzon PQRS;Gerenciales- Administrativos- Operativos- Comerciales- Talento Humano- Productivos;Manuales de procedimientos- Flujogramas- Instructivos- Organigramas;Si;Habilitacion por parte de la secretaria de salud Departamental;No;;2;2;3;3;2;3;1;Cambios en los plazos de pago- Cambios en los volumenes de compra;;Medios de pago;Regular;No;Se registro pero nunca recibio una respuesta;No;;No;;Registro Mercantil- Libro diario- Inventarios- Gastos general de administracion y ventas- Capital de trabajo- Estado de perdidas y ganancias- Balance- Flujo de caja;Si;Si;Medio;Si;No;;No;;Recursos Propios de los socios;Moderado;Se mantuvieron;Disminucion en ventas;Si
7;2021/09/29  17:13:13;397521243;Si;Mercadeo y ventas;Si;3;3;4;2;1;3;Empleo;Ventas;No Aplica;No Aplica;No Aplica;Ventas;No;;De proceso;Cierre parcial;3;3;3;3;3;2;2;2;Ns/Nr;Ns/Nr;Ns/Nr;Nunca recibio apoyo por parte de los entes gubernamentales;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Nunca recibio informacion;3;3;3;3;Semipresencial;Sobrecarga laboral;No;Ninguno;3;4;2;3;Si;Si;Alto costo;3;3;3;3;0;Si;No;;Crecio entre 25% - 50%;Destino menos de un 20% de los gastos totales.;1;1;1;1;1;1;Lo realiza con poca frecuencia;Buzon PQRS- Llamada telefonica;Gerenciales- Administrativos- Operativos- Comerciales- Talento Humano- Productivos;Manuales de procedimientos- Flujogramas;Si;Camara de comercio;No;;3;3;3;3;3;3;1;Incremento de costos;;Medios de pago;Regular;No;Desconocimiento;No;;No;;Inventarios;Si;Si;Alto;Si;No;;No;;Recursos Propios de los socios;Moderado;Se mantuvieron;Disminucion en ventas;Si
8;2021/09/29  19:07:04;212346777;No;;No;1;1;1;1;1;1;Empleo;Empleo;No Aplica;No Aplica;No Aplica;No Aplica;Si;Mas de 5 colaboradores;De producto;Cierre total;5;3;5;5;2;5;2;2;Regular;Regular;Regular;Las ayudas nunca llegaron- de ninguna indole. ;Mala;Ns/Nr;Ns/Nr;Ns/Nr;Ns/Nr;Cobraron a pesar de que estuvo cerrado el local. ;1;1;5;5;Cerrado temporalmente;Cerrado parcialmente;No;Ninguna;1;1;1;1;No;;Indiferente;1;2;1;1;0;No;Si;Las mujeres atiendan a los clientes con tapabocas.;No ha crecido;No destino gastos para conseguir nuevos clientes.;1;1;1;1;1;5;No tiene implementado el buzon;Ninguna;Gerenciales- Comerciales- Talento Humano;Maneja planillas- algo sencillo. ;Si;Lo del ruido- basuras- usos del suelo- entre otro. ;No;;5;5;4;4;4;5;1;Cambios en los plazos de pago- Cambios en los volumenes de compra;;Local totalmente cerrado. ;Regular;No;Desconocimiento;No;;No;;Inventarios;No;No;Muy alto;No;No;;No;;Prestamos Amigos y familiares- Reservas de la empresa(utilidades- fondos)- Recursos Propios de los socios;No define;Obtuvo perdidas;Disminucion en ventas;No
9;2021/09/30  9:58:13;95240731;No;;No;3;3;1;3;3;3;Empleo;Ventas;No Aplica;No Aplica;No Aplica;No Aplica;No;;De proceso;Cierre parcial;3;2;1;5;3;4;4;2;Regular;Regular;Regular;Hablaban de beneficios- paso los requisitos nunca obtuvo respuesta;Regular;Regular;Regular;Regular;Regular;No recibio informacion;1;4;4;1;Semipresencial;Sobrecarga laboral;No;Ninguna;4;4;3;4;Si;No;Indiferente;2;2;2;2;0;Si;No;;No ha crecido;No destino gastos para conseguir nuevos clientes.;1;1;1;1;1;1;No tiene implementado el buzon;Ninguna;Gerenciales- Administrativos- Operativos- Productivos;Flujogramas;Si;Camara de comercio ;No;;2;2;2;2;2;2;1;Cambios en los plazos de pago- Incremento de costos;;Disminucion compras.;Regular;No;;No;;No;;Libro diario;No;No;Alto;No;No;;No;;Recursos Propios de los socios;Moderado;Obtuvo perdidas;Aumento de costos de produccion;Si
10;2021/09/30  16:40:51;474382127;No;;No;1;1;1;1;1;1;No Aplica;Ventas;No Aplica;No Aplica;No Aplica;No Aplica;Si;Entre 1 - 3 colaboradores;Ninguna;Cierre total;5;4;5;5;5;5;5;5;Mala;Mala;Mala;Porque- primeramente el gobierno nacional que no ha puesto atencion lo suficiente en la salud de las personas- y los hospitales no estuvieron preparados para enfrentar esta problematica. Dentro de la parte economica- el cierre total de los locales fue un cambio fuerte para la dinamica de muchos colombianos quienes dependian de sus negocios pequeños.  ;Mala;Buena;Mala;Mala;Ns/Nr;Camara de comercio: Pago impuestos pero no me dan capacitaciones- y no dan el debido conocimiento de las mismas. SENA: El aprendizaje es muy practico y es gratuito. Banca comercial: Manejaron intereses demasiados altos- y los creditos eran de dificil acceso para los microempresarios dando trabas para obtener uno. ;5;4;4;4;CIERRE TOTAL ;CIERRE TOTAL ;No;Ninguna;4;4;4;4;No;;Indiferente;1;1;1;1;0;No;No;;No ha crecido;No destino gastos para conseguir nuevos clientes.;1;1;1;1;1;1;No tiene implementado el buzon;Verbalmente ;No tiene identificados los procesos;Ninguno;Si;Registro mecantil;Si;Manipulacion de alimentos. ;3;3;3;3;3;3;1;Incremento de costos- Cambios en los volumenes de compra;;Disminucion compras.- Implementacion de Plataformas de compra (WhatsApp- Web- redes sociales);Regular;No;No aplico;No;;No;;Registro Mercantil- Gastos general de administracion y ventas- Capital de trabajo;No;No;Muy alto;No;No;;No;;Prestamos Amigos y familiares- Reservas de la empresa(utilidades- fondos);No define;Obtuvo perdidas;Baja incorporacion de plataformas digitales;No
